date;state;country;deaths
2020-03-17;Tasmania;Australia;0.0
2020-03-17;Tianjin;China;3.0
2020-03-17;Tibet;China;0.0
2020-03-17;Turks and Caicos Islands;United Kingdom;0.0
2020-03-17;Victoria;Australia;0.0
2020-03-17;Western Australia;Australia;1.0
2020-03-17;Xinjiang;China;3.0
2020-03-17;Yukon;Canada;0.0
2020-03-17;Yunnan;China;2.0
2020-03-17;Zhejiang;China;1.0
2020-03-17;no;Afghanistan;0.0
2020-03-17;no;Albania;1.0
2020-03-17;no;Algeria;4.0
2020-03-17;no;Andorra;0.0
2020-03-17;no;Angola;0.0
2020-03-17;no;Antigua and Barbuda;0.0
2020-03-17;no;Argentina;2.0
2020-03-17;no;Armenia;0.0
2020-03-17;no;Austria;3.0
2020-03-17;no;Azerbaijan;1.0
2020-03-17;no;Bahamas;0.0
2020-03-17;no;Bahrain;1.0
2020-03-17;no;Bangladesh;0.0
2020-03-17;no;Barbados;0.0
2020-03-17;no;Belarus;0.0
2020-03-17;no;Belgium;10.0
2020-03-17;no;Belize;0.0
2020-03-17;no;Benin;0.0
2020-03-17;no;Bhutan;0.0
2020-03-17;no;Bolivia;0.0
2020-03-17;no;Bosnia and Herzegovina;0.0
2020-03-17;no;Botswana;0.0
2020-03-17;no;Brazil;1.0
2020-03-17;no;Brunei;0.0
2020-03-17;no;Bulgaria;2.0
2020-03-17;no;Burkina Faso;0.0
2020-03-17;no;Burma;0.0
2020-03-17;no;Burundi;0.0
2020-03-17;no;Cabo Verde;0.0
2020-03-17;no;Cambodia;0.0
2020-03-17;no;Cameroon;0.0
2020-03-17;no;Central African Republic;0.0
2020-03-17;no;Chad;0.0
2020-03-17;no;Chile;0.0
2020-03-17;no;Colombia;0.0
2020-03-17;no;Comoros;0.0
2020-03-17;no;Congo (Brazzaville);0.0
2020-03-17;no;Congo (Kinshasa);0.0
2020-03-17;no;Costa Rica;0.0
2020-03-17;no;Cote d'Ivoire;0.0
2020-03-17;no;Croatia;0.0
2020-03-17;no;Cuba;0.0
2020-03-17;no;Cyprus;0.0
2020-03-17;no;Czechia;0.0
2020-03-17;no;Denmark;4.0
2020-03-17;no;Diamond Princess;7.0
2020-03-17;no;Djibouti;0.0
2020-03-17;no;Dominica;0.0
2020-03-17;no;Dominican Republic;1.0
2020-03-17;no;Ecuador;2.0
2020-03-17;no;Egypt;4.0
2020-03-17;no;El Salvador;0.0
2020-03-17;no;Equatorial Guinea;0.0
2020-03-17;no;Eritrea;0.0
2020-03-17;no;Estonia;0.0
2020-03-17;no;Eswatini;0.0
2020-03-17;no;Ethiopia;0.0
2020-03-17;no;Fiji;0.0
2020-03-17;no;Finland;0.0
2020-03-17;no;France;148.0
2020-03-17;no;Gabon;0.0
2020-03-17;no;Gambia;0.0
2020-03-17;no;Georgia;0.0
2020-03-17;no;Germany;24.0
2020-03-17;no;Ghana;0.0
2020-03-17;no;Greece;5.0
2020-03-17;no;Grenada;0.0
2020-03-17;no;Guatemala;1.0
2020-03-17;no;Guinea;0.0
2020-03-17;no;Guinea-Bissau;0.0
2020-03-17;no;Guyana;1.0
2020-03-17;no;Haiti;0.0
2020-03-17;no;Holy See;0.0
2020-03-17;no;Honduras;0.0
2020-03-17;no;Hungary;1.0
2020-03-17;no;Iceland;1.0
2020-03-17;no;India;3.0
2020-03-17;no;Indonesia;5.0
2020-03-17;no;Iran;988.0
2020-03-17;no;Iraq;11.0
2020-03-17;no;Ireland;2.0
2020-03-17;no;Israel;0.0
2020-03-17;no;Italy;2503.0
2020-03-17;no;Jamaica;0.0
2020-03-17;no;Japan;30.0
2020-03-17;no;Jordan;0.0
2020-03-17;no;Kazakhstan;0.0
2020-03-17;no;Kenya;0.0
2020-03-17;no;Korea, South;81.0
2020-03-17;no;Kosovo;0.0
2020-03-17;no;Kuwait;0.0
2020-03-17;no;Kyrgyzstan;0.0
2020-03-17;no;Laos;0.0
2020-03-17;no;Latvia;0.0
2020-03-17;no;Lebanon;3.0
2020-03-17;no;Lesotho;0.0
2020-03-17;no;Liberia;0.0
2020-03-17;no;Libya;0.0
2020-03-17;no;Liechtenstein;0.0
2020-03-17;no;Lithuania;0.0
2020-03-17;no;Luxembourg;1.0
2020-03-17;no;MS Zaandam;0.0
2020-03-17;no;Madagascar;0.0
2020-03-17;no;Malawi;0.0
2020-03-17;no;Malaysia;2.0
2020-03-17;no;Maldives;0.0
2020-03-17;no;Mali;0.0
2020-03-17;no;Malta;0.0
2020-03-17;no;Mauritania;0.0
2020-03-17;no;Mauritius;0.0
2020-03-17;no;Mexico;0.0
2020-03-17;no;Moldova;0.0
2020-03-17;no;Monaco;0.0
2020-03-17;no;Mongolia;0.0
2020-03-17;no;Montenegro;0.0
2020-03-17;no;Morocco;2.0
2020-03-17;no;Mozambique;0.0
2020-03-17;no;Namibia;0.0
2020-03-17;no;Nepal;0.0
2020-03-17;no;Netherlands;43.0
2020-03-17;no;New Zealand;0.0
2020-03-17;no;Nicaragua;0.0
2020-03-17;no;Niger;0.0
2020-03-17;no;Nigeria;0.0
2020-03-17;no;North Macedonia;0.0
2020-03-17;no;Norway;3.0
2020-03-17;no;Oman;0.0
2020-03-17;no;Pakistan;0.0
2020-03-17;no;Panama;1.0
2020-03-17;no;Papua New Guinea;0.0
2020-03-17;no;Paraguay;0.0
2020-03-17;no;Peru;0.0
2020-03-17;no;Philippines;12.0
2020-03-17;no;Poland;5.0
2020-03-17;no;Portugal;1.0
2020-03-17;no;Qatar;0.0
2020-03-17;no;Romania;0.0
2020-03-17;no;Russia;0.0
2020-03-17;no;Rwanda;0.0
2020-03-17;no;Saint Kitts and Nevis;0.0
2020-03-17;no;Saint Lucia;0.0
2020-03-17;no;Saint Vincent and the Grenadines;0.0
2020-03-17;no;San Marino;7.0
2020-03-17;no;Sao Tome and Principe;0.0
2020-03-17;no;Saudi Arabia;0.0
2020-03-17;no;Senegal;0.0
2020-03-17;no;Serbia;0.0
2020-03-17;no;Seychelles;0.0
2020-03-17;no;Sierra Leone;0.0
2020-03-17;no;Singapore;0.0
2020-03-17;no;Slovakia;0.0
2020-03-17;no;Slovenia;1.0
2020-03-17;no;Somalia;0.0
2020-03-17;no;South Africa;0.0
2020-03-17;no;South Sudan;0.0
2020-03-17;no;Spain;533.0
2020-03-17;no;Sri Lanka;0.0
2020-03-17;no;Sudan;1.0
2020-03-17;no;Suriname;0.0
2020-03-17;no;Sweden;14.0
2020-03-17;no;Switzerland;27.0
2020-03-17;no;Syria;0.0
2020-03-17;no;Taiwan*;1.0
2020-03-17;no;Tajikistan;0.0
2020-03-17;no;Tanzania;0.0
2020-03-17;no;Thailand;1.0
2020-03-17;no;Timor-Leste;0.0
2020-03-17;no;Togo;0.0
2020-03-17;no;Trinidad and Tobago;0.0
2020-03-17;no;Tunisia;0.0
2020-03-17;no;Turkey;1.0
2020-03-17;no;US;132.0
2020-03-17;no;Uganda;0.0
2020-03-17;no;Ukraine;2.0
2020-03-17;no;United Arab Emirates;0.0
2020-03-17;no;United Kingdom;82.0
2020-03-17;no;Uruguay;0.0
2020-03-17;no;Uzbekistan;0.0
2020-03-17;no;Venezuela;0.0
2020-03-17;no;Vietnam;0.0
2020-03-17;no;West Bank and Gaza;0.0
2020-03-17;no;Western Sahara;0.0
2020-03-17;no;Yemen;0.0
2020-03-17;no;Zambia;0.0
2020-03-17;no;Zimbabwe;0.0
2020-03-18;Alberta;Canada;0.0
2020-03-18;Anguilla;United Kingdom;0.0
2020-03-18;Anhui;China;6.0
2020-03-18;Aruba;Netherlands;0.0
2020-03-18;Australian Capital Territory;Australia;0.0
2020-03-18;Beijing;China;8.0
2020-03-18;Bermuda;United Kingdom;0.0
2020-03-18;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-03-18;British Columbia;Canada;7.0
2020-03-18;British Virgin Islands;United Kingdom;0.0
2020-03-18;Cayman Islands;United Kingdom;1.0
2020-03-18;Channel Islands;United Kingdom;0.0
2020-03-18;Chongqing;China;6.0
2020-03-18;Curacao;Netherlands;0.0
2020-03-18;Diamond Princess;Canada;0.0
2020-03-18;Falkland Islands (Malvinas);United Kingdom;0.0
2020-03-18;Faroe Islands;Denmark;0.0
2020-03-18;French Guiana;France;0.0
2020-03-18;French Polynesia;France;0.0
2020-03-18;Fujian;China;1.0
2020-03-18;Gansu;China;2.0
2020-03-18;Gibraltar;United Kingdom;0.0
2020-03-18;Grand Princess;Canada;0.0
2020-03-18;Greenland;Denmark;0.0
2020-03-18;Guadeloupe;France;0.0
2020-03-18;Guangdong;China;8.0
2020-03-18;Guangxi;China;2.0
2020-03-18;Guizhou;China;2.0
2020-03-18;Hainan;China;6.0
2020-03-18;Hebei;China;6.0
2020-03-18;Heilongjiang;China;13.0
2020-03-18;Henan;China;22.0
2020-03-18;Hong Kong;China;4.0
2020-03-18;Hubei;China;3122.0
2020-03-18;Hunan;China;4.0
2020-03-18;Inner Mongolia;China;1.0
2020-03-18;Isle of Man;United Kingdom;0.0
2020-03-18;Jiangsu;China;0.0
2020-03-18;Jiangxi;China;1.0
2020-03-18;Jilin;China;1.0
2020-03-18;Liaoning;China;1.0
2020-03-18;Macau;China;0.0
2020-03-18;Manitoba;Canada;0.0
2020-03-18;Martinique;France;1.0
2020-03-18;Mayotte;France;0.0
2020-03-18;Montserrat;United Kingdom;0.0
2020-03-18;New Brunswick;Canada;0.0
2020-03-18;New Caledonia;France;0.0
2020-03-18;New South Wales;Australia;5.0
2020-03-18;Newfoundland and Labrador;Canada;0.0
2020-03-18;Ningxia;China;0.0
2020-03-18;Northern Territory;Australia;0.0
2020-03-18;Northwest Territories;Canada;0.0
2020-03-18;Nova Scotia;Canada;0.0
2020-03-18;Ontario;Canada;1.0
2020-03-18;Prince Edward Island;Canada;0.0
2020-03-18;Qinghai;China;0.0
2020-03-18;Quebec;Canada;0.0
2020-03-18;Queensland;Australia;0.0
2020-03-18;Reunion;France;0.0
2020-03-18;Saint Barthelemy;France;0.0
2020-03-18;Saint Pierre and Miquelon;France;0.0
2020-03-18;Saskatchewan;Canada;0.0
2020-03-18;Shaanxi;China;3.0
2020-03-18;Shandong;China;7.0
2020-03-18;Shanghai;China;3.0
2020-03-18;Shanxi;China;0.0
2020-03-18;Sichuan;China;3.0
2020-03-18;Sint Maarten;Netherlands;0.0
2020-03-18;South Australia;Australia;0.0
2020-03-18;St Martin;France;0.0
2020-03-18;Tasmania;Australia;0.0
2020-03-18;Tianjin;China;3.0
2020-03-18;Tibet;China;0.0
2020-03-18;Turks and Caicos Islands;United Kingdom;0.0
2020-03-18;Victoria;Australia;0.0
2020-03-18;Western Australia;Australia;1.0
2020-03-18;Xinjiang;China;3.0
2020-03-18;Yukon;Canada;0.0
2020-03-18;Yunnan;China;2.0
2020-03-18;Zhejiang;China;1.0
2020-03-18;no;Afghanistan;0.0
2020-03-18;no;Albania;2.0
2020-03-18;no;Algeria;7.0
2020-03-18;no;Andorra;0.0
2020-03-18;no;Angola;0.0
2020-03-18;no;Antigua and Barbuda;0.0
2020-03-18;no;Argentina;2.0
2020-03-18;no;Armenia;0.0
2020-03-18;no;Austria;4.0
2020-03-18;no;Azerbaijan;1.0
2020-03-18;no;Bahamas;0.0
2020-03-18;no;Bahrain;1.0
2020-03-18;no;Bangladesh;1.0
2020-03-18;no;Barbados;0.0
2020-03-18;no;Belarus;0.0
2020-03-18;no;Belgium;14.0
2020-03-18;no;Belize;0.0
2020-03-18;no;Benin;0.0
2020-03-18;no;Bhutan;0.0
2020-03-18;no;Bolivia;0.0
2020-03-18;no;Bosnia and Herzegovina;0.0
2020-03-18;no;Botswana;0.0
2020-03-18;no;Brazil;3.0
2020-03-18;no;Brunei;0.0
2020-03-18;no;Bulgaria;2.0
2020-03-18;no;Burkina Faso;1.0
2020-03-18;no;Burma;0.0
2020-03-18;no;Burundi;0.0
2020-03-18;no;Cabo Verde;0.0
2020-03-18;no;Cambodia;0.0
2020-03-18;no;Cameroon;0.0
2020-03-18;no;Central African Republic;0.0
2020-03-18;no;Chad;0.0
2020-03-18;no;Chile;0.0
2020-03-18;no;Colombia;0.0
2020-03-18;no;Comoros;0.0
2020-03-18;no;Congo (Brazzaville);0.0
2020-03-18;no;Congo (Kinshasa);0.0
2020-03-18;no;Costa Rica;0.0
2020-03-18;no;Cote d'Ivoire;0.0
2020-03-18;no;Croatia;0.0
2020-03-18;no;Cuba;1.0
2020-03-18;no;Cyprus;0.0
2020-03-18;no;Czechia;0.0
2020-03-18;no;Denmark;4.0
2020-03-18;no;Diamond Princess;7.0
2020-03-18;no;Djibouti;0.0
2020-03-18;no;Dominica;0.0
2020-03-18;no;Dominican Republic;1.0
2020-03-18;no;Ecuador;2.0
2020-03-18;no;Egypt;6.0
2020-03-18;no;El Salvador;0.0
2020-03-18;no;Equatorial Guinea;0.0
2020-03-18;no;Eritrea;0.0
2020-03-18;no;Estonia;0.0
2020-03-18;no;Eswatini;0.0
2020-03-18;no;Ethiopia;0.0
2020-03-18;no;Fiji;0.0
2020-03-18;no;Finland;0.0
2020-03-18;no;France;148.0
2020-03-18;no;Gabon;0.0
2020-03-18;no;Gambia;0.0
2020-03-18;no;Georgia;0.0
2020-03-18;no;Germany;28.0
2020-03-18;no;Ghana;0.0
2020-03-18;no;Greece;5.0
2020-03-18;no;Grenada;0.0
2020-03-18;no;Guatemala;1.0
2020-03-18;no;Guinea;0.0
2020-03-18;no;Guinea-Bissau;0.0
2020-03-18;no;Guyana;1.0
2020-03-18;no;Haiti;0.0
2020-03-18;no;Holy See;0.0
2020-03-18;no;Honduras;0.0
2020-03-18;no;Hungary;1.0
2020-03-18;no;Iceland;1.0
2020-03-18;no;India;3.0
2020-03-18;no;Indonesia;19.0
2020-03-18;no;Iran;1135.0
2020-03-18;no;Iraq;12.0
2020-03-18;no;Ireland;2.0
2020-03-18;no;Israel;0.0
2020-03-18;no;Italy;2978.0
2020-03-18;no;Jamaica;0.0
2020-03-18;no;Japan;32.0
2020-03-18;no;Jordan;0.0
2020-03-18;no;Kazakhstan;0.0
2020-03-18;no;Kenya;0.0
2020-03-18;no;Korea, South;84.0
2020-03-18;no;Kosovo;0.0
2020-03-18;no;Kuwait;0.0
2020-03-18;no;Kyrgyzstan;0.0
2020-03-18;no;Laos;0.0
2020-03-18;no;Latvia;0.0
2020-03-18;no;Lebanon;3.0
2020-03-18;no;Lesotho;0.0
2020-03-18;no;Liberia;0.0
2020-03-18;no;Libya;0.0
2020-03-18;no;Liechtenstein;0.0
2020-03-18;no;Lithuania;0.0
2020-03-18;no;Luxembourg;2.0
2020-03-18;no;MS Zaandam;0.0
2020-03-18;no;Madagascar;0.0
2020-03-18;no;Malawi;0.0
2020-03-18;no;Malaysia;2.0
2020-03-18;no;Maldives;0.0
2020-03-18;no;Mali;0.0
2020-03-18;no;Malta;0.0
2020-03-18;no;Mauritania;0.0
2020-03-18;no;Mauritius;0.0
2020-03-18;no;Mexico;0.0
2020-03-18;no;Moldova;1.0
2020-03-18;no;Monaco;0.0
2020-03-18;no;Mongolia;0.0
2020-03-18;no;Montenegro;0.0
2020-03-18;no;Morocco;2.0
2020-03-18;no;Mozambique;0.0
2020-03-18;no;Namibia;0.0
2020-03-18;no;Nepal;0.0
2020-03-18;no;Netherlands;58.0
2020-03-18;no;New Zealand;0.0
2020-03-18;no;Nicaragua;0.0
2020-03-18;no;Niger;0.0
2020-03-18;no;Nigeria;0.0
2020-03-18;no;North Macedonia;0.0
2020-03-18;no;Norway;6.0
2020-03-18;no;Oman;0.0
2020-03-18;no;Pakistan;2.0
2020-03-18;no;Panama;1.0
2020-03-18;no;Papua New Guinea;0.0
2020-03-18;no;Paraguay;0.0
2020-03-18;no;Peru;0.0
2020-03-18;no;Philippines;19.0
2020-03-18;no;Poland;5.0
2020-03-18;no;Portugal;2.0
2020-03-18;no;Qatar;0.0
2020-03-18;no;Romania;0.0
2020-03-18;no;Russia;0.0
2020-03-18;no;Rwanda;0.0
2020-03-18;no;Saint Kitts and Nevis;0.0
2020-03-18;no;Saint Lucia;0.0
2020-03-18;no;Saint Vincent and the Grenadines;0.0
2020-03-18;no;San Marino;11.0
2020-03-18;no;Sao Tome and Principe;0.0
2020-03-18;no;Saudi Arabia;0.0
2020-03-18;no;Senegal;0.0
2020-03-18;no;Serbia;0.0
2020-03-18;no;Seychelles;0.0
2020-03-18;no;Sierra Leone;0.0
2020-03-18;no;Singapore;0.0
2020-03-18;no;Slovakia;1.0
2020-03-18;no;Slovenia;1.0
2020-03-18;no;Somalia;0.0
2020-03-18;no;South Africa;0.0
2020-03-18;no;South Sudan;0.0
2020-03-18;no;Spain;623.0
2020-03-18;no;Sri Lanka;0.0
2020-03-18;no;Sudan;1.0
2020-03-18;no;Suriname;0.0
2020-03-18;no;Sweden;21.0
2020-03-18;no;Switzerland;28.0
2020-03-18;no;Syria;0.0
2020-03-18;no;Taiwan*;1.0
2020-03-18;no;Tajikistan;0.0
2020-03-18;no;Tanzania;0.0
2020-03-18;no;Thailand;1.0
2020-03-18;no;Timor-Leste;0.0
2020-03-18;no;Togo;0.0
2020-03-18;no;Trinidad and Tobago;0.0
2020-03-18;no;Tunisia;0.0
2020-03-18;no;Turkey;1.0
2020-03-18;no;US;191.0
2020-03-18;no;Uganda;0.0
2020-03-18;no;Ukraine;2.0
2020-03-18;no;United Arab Emirates;0.0
2020-03-18;no;United Kingdom;116.0
2020-03-18;no;Uruguay;0.0
2020-03-18;no;Uzbekistan;0.0
2020-03-18;no;Venezuela;0.0
2020-03-18;no;Vietnam;0.0
2020-03-18;no;West Bank and Gaza;0.0
2020-03-18;no;Western Sahara;0.0
2020-03-18;no;Yemen;0.0
2020-03-18;no;Zambia;0.0
2020-03-18;no;Zimbabwe;0.0
2020-03-19;Alberta;Canada;0.0
2020-03-19;Anguilla;United Kingdom;0.0
2020-03-19;Anhui;China;6.0
2020-03-19;Aruba;Netherlands;0.0
2020-03-19;Australian Capital Territory;Australia;0.0
2020-03-19;Beijing;China;8.0
2020-03-19;Bermuda;United Kingdom;0.0
2020-03-19;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-03-19;British Columbia;Canada;7.0
2020-03-19;British Virgin Islands;United Kingdom;0.0
2020-03-19;Cayman Islands;United Kingdom;1.0
2020-03-19;Channel Islands;United Kingdom;0.0
2020-03-19;Chongqing;China;6.0
2020-03-19;Curacao;Netherlands;1.0
2020-03-19;Diamond Princess;Canada;0.0
2020-03-19;Falkland Islands (Malvinas);United Kingdom;0.0
2020-03-19;Faroe Islands;Denmark;0.0
2020-03-19;French Guiana;France;0.0
2020-03-19;French Polynesia;France;0.0
2020-03-19;Fujian;China;1.0
2020-03-19;Gansu;China;2.0
2020-03-19;Gibraltar;United Kingdom;0.0
2020-03-19;Grand Princess;Canada;0.0
2020-03-19;Greenland;Denmark;0.0
2020-03-19;Guadeloupe;France;0.0
2020-03-19;Guangdong;China;8.0
2020-03-19;Guangxi;China;2.0
2020-03-19;Guizhou;China;2.0
2020-03-19;Hainan;China;6.0
2020-03-19;Hebei;China;6.0
2020-03-19;Heilongjiang;China;13.0
2020-03-19;Henan;China;22.0
2020-03-19;Hong Kong;China;4.0
2020-03-19;Hubei;China;3130.0
2020-03-19;Hunan;China;4.0
2020-03-19;Inner Mongolia;China;1.0
2020-03-19;Isle of Man;United Kingdom;0.0
2020-03-19;Jiangsu;China;0.0
2020-03-19;Jiangxi;China;1.0
2020-03-19;Jilin;China;1.0
2020-03-19;Liaoning;China;1.0
2020-03-19;Macau;China;0.0
2020-03-19;Manitoba;Canada;0.0
2020-03-19;Martinique;France;1.0
2020-03-19;Mayotte;France;0.0
2020-03-19;Montserrat;United Kingdom;0.0
2020-03-19;New Brunswick;Canada;0.0
2020-03-19;New Caledonia;France;0.0
2020-03-19;New South Wales;Australia;5.0
2020-03-19;Newfoundland and Labrador;Canada;0.0
2020-03-19;Ningxia;China;0.0
2020-03-19;Northern Territory;Australia;0.0
2020-03-19;Northwest Territories;Canada;0.0
2020-03-19;Nova Scotia;Canada;0.0
2020-03-19;Ontario;Canada;1.0
2020-03-19;Prince Edward Island;Canada;0.0
2020-03-19;Qinghai;China;0.0
2020-03-19;Quebec;Canada;1.0
2020-03-19;Queensland;Australia;0.0
2020-03-19;Reunion;France;0.0
2020-03-19;Saint Barthelemy;France;0.0
2020-03-19;Saint Pierre and Miquelon;France;0.0
2020-03-19;Saskatchewan;Canada;0.0
2020-03-19;Shaanxi;China;3.0
2020-03-19;Shandong;China;7.0
2020-03-19;Shanghai;China;3.0
2020-03-19;Shanxi;China;0.0
2020-03-19;Sichuan;China;3.0
2020-03-19;Sint Maarten;Netherlands;0.0
2020-03-19;South Australia;Australia;0.0
2020-03-19;St Martin;France;0.0
2020-03-19;Tasmania;Australia;0.0
2020-03-19;Tianjin;China;3.0
2020-03-19;Tibet;China;0.0
2020-03-19;Turks and Caicos Islands;United Kingdom;0.0
2020-03-19;Victoria;Australia;0.0
2020-03-19;Western Australia;Australia;1.0
2020-03-19;Xinjiang;China;3.0
2020-03-19;Yukon;Canada;0.0
2020-03-19;Yunnan;China;2.0
2020-03-19;Zhejiang;China;1.0
2020-03-19;no;Afghanistan;0.0
2020-03-19;no;Albania;2.0
2020-03-19;no;Algeria;9.0
2020-03-19;no;Andorra;0.0
2020-03-19;no;Angola;0.0
2020-03-19;no;Antigua and Barbuda;0.0
2020-03-19;no;Argentina;3.0
2020-03-19;no;Armenia;0.0
2020-03-19;no;Austria;6.0
2020-03-19;no;Azerbaijan;1.0
2020-03-19;no;Bahamas;0.0
2020-03-19;no;Bahrain;1.0
2020-03-19;no;Bangladesh;1.0
2020-03-19;no;Barbados;0.0
2020-03-19;no;Belarus;0.0
2020-03-19;no;Belgium;21.0
2020-03-19;no;Belize;0.0
2020-03-19;no;Benin;0.0
2020-03-19;no;Bhutan;0.0
2020-03-19;no;Bolivia;0.0
2020-03-19;no;Bosnia and Herzegovina;0.0
2020-03-19;no;Botswana;0.0
2020-03-19;no;Brazil;6.0
2020-03-19;no;Brunei;0.0
2020-03-19;no;Bulgaria;3.0
2020-03-19;no;Burkina Faso;1.0
2020-03-19;no;Burma;0.0
2020-03-19;no;Burundi;0.0
2020-03-19;no;Cabo Verde;0.0
2020-03-19;no;Cambodia;0.0
2020-03-19;no;Cameroon;0.0
2020-03-19;no;Central African Republic;0.0
2020-03-19;no;Chad;0.0
2020-03-19;no;Chile;0.0
2020-03-19;no;Colombia;0.0
2020-03-19;no;Comoros;0.0
2020-03-19;no;Congo (Brazzaville);0.0
2020-03-19;no;Congo (Kinshasa);0.0
2020-03-19;no;Costa Rica;1.0
2020-03-19;no;Cote d'Ivoire;0.0
2020-03-19;no;Croatia;1.0
2020-03-19;no;Cuba;1.0
2020-03-19;no;Cyprus;0.0
2020-03-19;no;Czechia;0.0
2020-03-19;no;Denmark;6.0
2020-03-19;no;Diamond Princess;7.0
2020-03-19;no;Djibouti;0.0
2020-03-19;no;Dominica;0.0
2020-03-19;no;Dominican Republic;2.0
2020-03-19;no;Ecuador;3.0
2020-03-19;no;Egypt;6.0
2020-03-19;no;El Salvador;0.0
2020-03-19;no;Equatorial Guinea;0.0
2020-03-19;no;Eritrea;0.0
2020-03-19;no;Estonia;0.0
2020-03-19;no;Eswatini;0.0
2020-03-19;no;Ethiopia;0.0
2020-03-19;no;Fiji;0.0
2020-03-19;no;Finland;0.0
2020-03-19;no;France;243.0
2020-03-19;no;Gabon;0.0
2020-03-19;no;Gambia;0.0
2020-03-19;no;Georgia;0.0
2020-03-19;no;Germany;44.0
2020-03-19;no;Ghana;0.0
2020-03-19;no;Greece;6.0
2020-03-19;no;Grenada;0.0
2020-03-19;no;Guatemala;1.0
2020-03-19;no;Guinea;0.0
2020-03-19;no;Guinea-Bissau;0.0
2020-03-19;no;Guyana;1.0
2020-03-19;no;Haiti;0.0
2020-03-19;no;Holy See;0.0
2020-03-19;no;Honduras;0.0
2020-03-19;no;Hungary;1.0
2020-03-19;no;Iceland;1.0
2020-03-19;no;India;4.0
2020-03-19;no;Indonesia;25.0
2020-03-19;no;Iran;1284.0
2020-03-19;no;Iraq;13.0
2020-03-19;no;Ireland;3.0
2020-03-19;no;Israel;0.0
2020-03-19;no;Italy;3405.0
2020-03-19;no;Jamaica;1.0
2020-03-19;no;Japan;33.0
2020-03-19;no;Jordan;0.0
2020-03-19;no;Kazakhstan;0.0
2020-03-19;no;Kenya;0.0
2020-03-19;no;Korea, South;91.0
2020-03-19;no;Kosovo;0.0
2020-03-19;no;Kuwait;0.0
2020-03-19;no;Kyrgyzstan;0.0
2020-03-19;no;Laos;0.0
2020-03-19;no;Latvia;0.0
2020-03-19;no;Lebanon;4.0
2020-03-19;no;Lesotho;0.0
2020-03-19;no;Liberia;0.0
2020-03-19;no;Libya;0.0
2020-03-19;no;Liechtenstein;0.0
2020-03-19;no;Lithuania;0.0
2020-03-19;no;Luxembourg;4.0
2020-03-19;no;MS Zaandam;0.0
2020-03-19;no;Madagascar;0.0
2020-03-19;no;Malawi;0.0
2020-03-19;no;Malaysia;2.0
2020-03-19;no;Maldives;0.0
2020-03-19;no;Mali;0.0
2020-03-19;no;Malta;0.0
2020-03-19;no;Mauritania;0.0
2020-03-19;no;Mauritius;0.0
2020-03-19;no;Mexico;1.0
2020-03-19;no;Moldova;1.0
2020-03-19;no;Monaco;0.0
2020-03-19;no;Mongolia;0.0
2020-03-19;no;Montenegro;0.0
2020-03-19;no;Morocco;2.0
2020-03-19;no;Mozambique;0.0
2020-03-19;no;Namibia;0.0
2020-03-19;no;Nepal;0.0
2020-03-19;no;Netherlands;76.0
2020-03-19;no;New Zealand;0.0
2020-03-19;no;Nicaragua;0.0
2020-03-19;no;Niger;0.0
2020-03-19;no;Nigeria;0.0
2020-03-19;no;North Macedonia;0.0
2020-03-19;no;Norway;7.0
2020-03-19;no;Oman;0.0
2020-03-19;no;Pakistan;3.0
2020-03-19;no;Panama;1.0
2020-03-19;no;Papua New Guinea;0.0
2020-03-19;no;Paraguay;0.0
2020-03-19;no;Peru;0.0
2020-03-19;no;Philippines;17.0
2020-03-19;no;Poland;5.0
2020-03-19;no;Portugal;3.0
2020-03-19;no;Qatar;0.0
2020-03-19;no;Romania;0.0
2020-03-19;no;Russia;1.0
2020-03-19;no;Rwanda;0.0
2020-03-19;no;Saint Kitts and Nevis;0.0
2020-03-19;no;Saint Lucia;0.0
2020-03-19;no;Saint Vincent and the Grenadines;0.0
2020-03-19;no;San Marino;11.0
2020-03-19;no;Sao Tome and Principe;0.0
2020-03-19;no;Saudi Arabia;0.0
2020-03-19;no;Senegal;0.0
2020-03-19;no;Serbia;0.0
2020-03-19;no;Seychelles;0.0
2020-03-19;no;Sierra Leone;0.0
2020-03-19;no;Singapore;0.0
2020-03-19;no;Slovakia;1.0
2020-03-19;no;Slovenia;1.0
2020-03-19;no;Somalia;0.0
2020-03-19;no;South Africa;0.0
2020-03-19;no;South Sudan;0.0
2020-03-19;no;Spain;830.0
2020-03-19;no;Sri Lanka;0.0
2020-03-19;no;Sudan;1.0
2020-03-19;no;Suriname;0.0
2020-03-19;no;Sweden;30.0
2020-03-19;no;Switzerland;41.0
2020-03-19;no;Syria;0.0
2020-03-19;no;Taiwan*;1.0
2020-03-19;no;Tajikistan;0.0
2020-03-19;no;Tanzania;0.0
2020-03-19;no;Thailand;1.0
2020-03-19;no;Timor-Leste;0.0
2020-03-19;no;Togo;0.0
2020-03-19;no;Trinidad and Tobago;0.0
2020-03-19;no;Tunisia;1.0
2020-03-19;no;Turkey;3.0
2020-03-19;no;US;265.0
2020-03-19;no;Uganda;0.0
2020-03-19;no;Ukraine;2.0
2020-03-19;no;United Arab Emirates;0.0
2020-03-19;no;United Kingdom;162.0
2020-03-19;no;Uruguay;0.0
